Timestamp,what's your age ,what's your degree ,what is your year of studies ,what is your major ,  How many hours do you sleep on average per night?  ,   How many hours do you spend on screens per day (excluding academic work)?  ,  Do you engage in regular physical activity ? ,"  How many caffeinated drinks (coffee, tea, energy drinks) do you consume per day?  ",  How many hours do you study per week outside of class?  ,do u have exams in the next two weeks ,  How would you rate your current academic workload?  ,"   On a scale from 1 to 10, how would you rate your current stress level?  "
10/02/2026 13:59:00,28,doctorat,3rd,Biomedical research,5–6 hours,More than 6 hours,yes,3 or more,Less than 10 hours,no,low,3
10/03/2026 22:34:00,17,licence,3rd,Mathematics,Less than 5 hours,2–4 hours,no,1,10–20 hours,no,high,8
27/03/2026 01:54:00,25,licence,1st,Marketing,Less than 5 hours,2–4 hours,no,1,Less than 10 hours,yes,low,8
27/01/2026 23:19:00,21,licence,2nd,Mathematics,Less than 5 hours,4–6 hours,no,0,More than 30 hours,no,moderate,2
03/02/2026 18:47:00,24,cycle d'ingénieur,5th,Civil engineering,5–6 hours,More than 6 hours,yes,0,Less than 10 hours,yes,low,4
13/03/2026 16:34:00,22,licence,2nd,English,5–6 hours,More than 6 hours,no,3 or more,More than 30 hours,yes,high,10
21/02/2026 13:40:00,23,licence,2nd,Accounting,7–8 hours,4–6 hours,yes,3 or more,Less than 10 hours,yes,low,7
27/04/2026 03:33:00,18,préparatoire intégrée,1st,Mathematics,5–6 hours,Less than 2 hours,yes,0,More than 30 hours,no,low,4
17/03/2026 08:31:00,19,pharmacie,1st,Industrial pharmacy,More than 8 hours,4–6 hours,no,0,10–20 hours,yes,low,3
14/01/2026 03:34:00,21,cycle d'ingénieur,3rd,Cybersecurity,5–6 hours,4–6 hours,no,0,Less than 10 hours,yes,low,2
12/04/2026 07:02:00,18,préparatoire intégrée,2nd,Mathematics,Less than 5 hours,More than 6 hours,no,0,More than 30 hours,yes,moderate,9
10/03/2026 10:24:00,19,licence,3rd,Sociology,7–8 hours,4–6 hours,no,0,Less than 10 hours,yes,low,3
22/02/2026 16:12:00,21,licence,2nd,English,5–6 hours,More than 6 hours,no,3 or more,More than 30 hours,yes,high,10
31/01/2026 01:20:00,24,mastère,2nd,Cybersecurity,7–8 hours,2–4 hours,no,3 or more,More than 30 hours,no,high,6
03/03/2026 12:22:00,21,licence,2nd,English,Less than 5 hours,More than 6 hours,no,3 or more,More than 30 hours,yes,high,10
16/03/2026 06:34:06,24,cycle d'ingénieur,4th,Biomedical engineering ,Less than 5 hours,4–6 hours,yes,2,Less than 10 hours,no,low,8
14/03/2026 19:56:00,24,licence,1st,Accounting,7–8 hours,4–6 hours,yes,2,10–20 hours,yes,high,5
25/02/2026 05:25:00,29,doctorat,3rd,Biomedical research,5–6 hours,More than 6 hours,yes,3 or more,Less than 10 hours,no,low,3
18/03/2026 09:18:00,29,mastère,1st,Data analytics,7–8 hours,More than 6 hours,no,0,20–30 hours,yes,high,5
02/02/2026 18:11:00,19,Bachelor degree at TBS,1st,International business,5–6 hours,More than 6 hours,no,2,10–20 hours,no,high,8
22/03/2026 23:34:00,22,cycle d'ingénieur,1st,Mechanical engineering,5–6 hours,More than 6 hours,yes,3 or more,Less than 10 hours,yes,low,4
14/03/2026 10:32:00,22,pharmacie,5th,Industrial pharmacy,7–8 hours,More than 6 hours,yes,3 or more,20–30 hours,no,low,2
11/03/2026 01:53:00,38,doctorat,1st,Materials science,More than 8 hours,More than 6 hours,no,0,10–20 hours,no,moderate,4
10/02/2026 03:02:00,24,cycle d'ingénieur,4th,Telecommunications engineering,5–6 hours,Less than 2 hours,no,1,More than 30 hours,no,moderate,3
23/02/2026 07:16:00,20,cycle d'ingénieur,4th,Biomedical engineering,5–6 hours,2–4 hours,yes,3 or more,10–20 hours,no,moderate,6
12/04/2026 06:23:00,27,mastère,2nd,AI & machine learning,More than 8 hours,2–4 hours,yes,3 or more,10–20 hours,yes,low,5
18/03/2026 01:31:00,27,cycle d'ingénieur,5th,Telecommunications engineering,More than 8 hours,2–4 hours,yes,2,10–20 hours,yes,high,5
01/02/2026 18:59:00,23,cycle d'ingénieur,4th,Industrial computer science,7–8 hours,4–6 hours,no,2,Less than 10 hours,yes,high,8
04/04/2026 14:40:00,27,mastère,1st,Droit / law,7–8 hours,More than 6 hours,yes,2,Less than 10 hours,yes,low,6
01/04/2026 13:27:00,24,licence,3rd,Network security,Less than 5 hours,Less than 2 hours,no,2,20–30 hours,yes,moderate,9
30/01/2026 13:54:00,19,licence,1st,Finance,5–6 hours,Less than 2 hours,yes,1,Less than 10 hours,yes,low,1
08/03/2026 19:26:00,22,licence,2nd,Psychology,5–6 hours,2–4 hours,no,1,20–30 hours,yes,high,8
26/03/2026 07:23:00,18,préparatoire intégrée,2nd,Mathematics,5–6 hours,2–4 hours,no,2,More than 30 hours,yes,moderate,7
07/04/2026 16:55:00,20,préparatoire intégrée,2nd,AI,Less than 5 hours,More than 6 hours,no,0,20–30 hours,yes,high,7
05/04/2026 11:34:00,22,cycle d'ingénieur,5th,Embedded systems,7–8 hours,4–6 hours,no,3 or more,Less than 10 hours,no,moderate,9
27/01/2026 13:31:00,23,cycle d'ingénieur,5th,Civil engineering,7–8 hours,2–4 hours,no,1,20–30 hours,yes,high,5
05/04/2026 12:21:00,23,licence,3rd,History,7–8 hours,4–6 hours,no,2,Less than 10 hours,yes,low,2
30/01/2026 23:23:00,26,cycle d'ingénieur,4th,Healthcare IT,More than 8 hours,4–6 hours,no,1,10–20 hours,yes,moderate,4
26/03/2026 10:43:00,23,licence,1st,Finance,Less than 5 hours,2–4 hours,yes,1,Less than 10 hours,yes,moderate,7
06/04/2026 19:43:00,20,Bachelor degree at TBS,3rd,Marketing,7–8 hours,2–4 hours,no,0,More than 30 hours,no,high,7
01/02/2026 17:33:00,20,Bachelor degree at TBS,1st,International business,Less than 5 hours,More than 6 hours,no,2,10–20 hours,no,high,8
22/01/2026 02:54:00,17,cycle d'ingénieur,2nd,Computer science,Less than 5 hours,4–6 hours,no,3 or more,More than 30 hours,no,high,10
09/03/2026 17:14:00,17,préparatoire intégrée,2nd,Mathematics,5–6 hours,2–4 hours,no,2,More than 30 hours,yes,moderate,7
01/03/2026 16:45:00,24,cycle d'ingénieur,5th,Data science,7–8 hours,2–4 hours,yes,1,Less than 10 hours,yes,moderate,9
24/03/2026 01:02:00,23,médecine,6th,Surgery,5–6 hours,4–6 hours,yes,3 or more,10–20 hours,yes,low,4
08/03/2026 08:40:00,22,licence,1st,Économie,5–6 hours,More than 6 hours,no,1,More than 30 hours,no,high,10
05/03/2026 02:32:00,19,préparatoire intégrée,1st,AI,5–6 hours,4–6 hours,no,0,10–20 hours,no,low,4
22/01/2026 06:14:00,26,cycle d'ingénieur,5th,Data science,5–6 hours,More than 6 hours,no,2,More than 30 hours,yes,high,7
16/02/2026 12:21:00,30,doctorat,3rd,Architecture and urban planning,7–8 hours,Less than 2 hours,yes,1,10–20 hours,no,low,2
18/02/2026 00:39:00,27,licence,1st,Philosophy,5–6 hours,More than 6 hours,no,0,Less than 10 hours,no,low,2
06/03/2026 17:57:00,19,licence,2nd,Mathematics,More than 8 hours,4–6 hours,yes,2,Less than 10 hours,no,low,1
05/04/2026 23:02:00,24,médecine,2nd,Neurology,7–8 hours,2–4 hours,yes,0,20–30 hours,yes,low,3
08/04/2026 12:25:00,19,préparatoire intégrée,2nd,AI,Less than 5 hours,More than 6 hours,no,0,20–30 hours,yes,high,7
31/01/2026 06:58:00,20,cycle d'ingénieur,2nd,Computer science,5–6 hours,4–6 hours,no,3 or more,More than 30 hours,no,high,9
16/03/2026 10:54:06,22,cycle d'ingénieur,4th,Biomedical engineering ,Less than 5 hours,4–6 hours,yes,2,Less than 10 hours,no,low,8
21/03/2026 09:23:00,26,médecine,6th,General medicine,5–6 hours,2–4 hours,yes,1,20–30 hours,yes,moderate,6
13/03/2026 19:39:00,30,mastère,1st,Project management,5–6 hours,4–6 hours,no,3 or more,10–20 hours,no,high,7
10/04/2026 13:17:00,18,licence,1st,Network security,7–8 hours,2–4 hours,yes,2,20–30 hours,no,moderate,5
18/03/2026 00:48:20,23,cycle d'ingénieur,4th,CIGBS2,7–8 hours,4–6 hours,no,2,10–20 hours,no,high,9
19/02/2026 12:09:00,25,cycle d'ingénieur,1st,Biomedical engineering,5–6 hours,2–4 hours,yes,0,Less than 10 hours,yes,low,5
20/03/2026 03:26:01,23,mastère,2nd,Master pro en systeme de telecommunication et réseaux ,More than 8 hours,2–4 hours,no,2,10–20 hours,no,high,5
05/02/2026 18:44:00,25,cycle d'ingénieur,5th,Civil engineering,5–6 hours,More than 6 hours,yes,0,Less than 10 hours,yes,low,6
17/03/2026 19:36:00,25,licence,3rd,Mathematics,7–8 hours,4–6 hours,yes,0,Less than 10 hours,no,low,2
05/04/2026 04:01:00,18,licence,2nd,Sciences de gestion,7–8 hours,Less than 2 hours,yes,1,10–20 hours,no,low,1
02/03/2026 02:03:00,24,licence,2nd,Physics,7–8 hours,4–6 hours,no,3 or more,20–30 hours,no,moderate,5
22/03/2026 09:59:00,27,cycle d'ingénieur,4th,Telecommunications engineering,5–6 hours,2–4 hours,no,1,20–30 hours,yes,low,5
15/03/2026 13:06:00,23,cycle d'ingénieur,5th,Cybersecurity,5–6 hours,2–4 hours,no,1,Less than 10 hours,no,high,10
28/02/2026 08:57:00,19,cycle d'ingénieur,1st,Biomedical engineering,5–6 hours,4–6 hours,yes,1,10–20 hours,no,high,5
28/02/2026 20:44:00,23,cycle d'ingénieur,1st,Biomedical engineering,More than 8 hours,2–4 hours,yes,2,Less than 10 hours,no,low,1
10/04/2026 16:24:00,17,licence,2nd,Accounting,Less than 5 hours,4–6 hours,no,3 or more,20–30 hours,yes,high,9
09/03/2026 16:23:00,28,mastère,1st,AI & machine learning,5–6 hours,More than 6 hours,no,1,Less than 10 hours,yes,moderate,10
17/03/2026 03:59:00,24,cycle d'ingénieur,3rd,Mécatronique,5–6 hours,2–4 hours,no,2,Less than 10 hours,yes,low,2
13/03/2026 22:33:00,30,mastère,1st,Project management,5–6 hours,4–6 hours,no,3 or more,10–20 hours,no,high,6
26/03/2026 18:05:00,19,cycle d'ingénieur,4th,Computer science,5–6 hours,2–4 hours,yes,0,10–20 hours,no,high,5
15/03/2026 06:05:00,22,cycle d'ingénieur,2nd,Robotics,7–8 hours,More than 6 hours,yes,2,10–20 hours,no,moderate,1
11/01/2026 08:03:00,20,cycle d'ingénieur,3rd,Cybersecurity,5–6 hours,4–6 hours,no,0,Less than 10 hours,yes,low,2
20/01/2026 00:19:00,25,cycle d'ingénieur,5th,Data science,5–6 hours,More than 6 hours,no,2,More than 30 hours,yes,high,7
17/03/2026 14:57:00,25,licence,3rd,Mathematics,7–8 hours,4–6 hours,yes,0,Less than 10 hours,no,low,2
29/03/2026 06:51:00,19,préparatoire intégrée,2nd,Computer science,5–6 hours,2–4 hours,yes,2,10–20 hours,no,moderate,4
07/03/2026 18:08:00,18,préparatoire intégrée,1st,AI,5–6 hours,4–6 hours,no,0,10–20 hours,no,low,5
14/04/2026 17:44:00,26,cycle d'ingénieur,4th,Mechanical engineering,Less than 5 hours,2–4 hours,yes,2,More than 30 hours,yes,high,9
28/03/2026 16:07:00,29,médecine,2nd,Pediatrics,5–6 hours,4–6 hours,no,1,10–20 hours,yes,high,9
27/04/2026 06:56:00,23,mastère,1st,AI & machine learning,5–6 hours,More than 6 hours,no,0,20–30 hours,no,high,5
07/04/2026 22:38:00,20,licence,3rd,Biotechnology,5–6 hours,More than 6 hours,no,1,Less than 10 hours,yes,low,3
12/02/2026 20:20:00,20,médecine,2nd,Neurology,5–6 hours,More than 6 hours,no,3 or more,Less than 10 hours,yes,low,8
16/04/2026 20:26:00,24,cycle d'ingénieur,4th,Electrical engineering,5–6 hours,More than 6 hours,no,1,20–30 hours,no,high,8
20/01/2026 16:22:00,25,cycle d'ingénieur,4th,Embedded systems,5–6 hours,More than 6 hours,no,0,20–30 hours,no,high,10
29/03/2026 11:58:00,23,cycle d'ingénieur,1st,Embedded systems,7–8 hours,More than 6 hours,no,3 or more,20–30 hours,yes,low,2
12/04/2026 07:20:00,27,mastère,1st,Droit / law,7–8 hours,More than 6 hours,yes,2,Less than 10 hours,yes,low,6
21/03/2026 07:12:47,22,cycle d'ingénieur,4th,Informatique ,7–8 hours,4–6 hours,no,1,10–20 hours,yes,low,4
20/04/2026 23:28:00,19,préparatoire intégrée,1st,Computer science,7–8 hours,4–6 hours,yes,1,20–30 hours,yes,low,6
19/02/2026 11:03:00,24,cycle d'ingénieur,5th,Civil engineering,More than 8 hours,2–4 hours,yes,3 or more,10–20 hours,yes,low,6
25/04/2026 02:23:00,23,mastère,1st,Finance & banking,5–6 hours,4–6 hours,no,1,Less than 10 hours,no,moderate,5
13/03/2026 04:02:13,22,cycle d'ingénieur,1st,Biomedical Engineering,Less than 5 hours,Less than 2 hours,no,3 or more,Less than 10 hours,yes,moderate,10
26/03/2026 18:32:05,20,licence,1st,Licence,5–6 hours,2–4 hours,yes,1,10–20 hours,yes,moderate,4
07/04/2026 13:29:00,22,licence,2nd,Économie,More than 8 hours,Less than 2 hours,no,2,Less than 10 hours,no,low,1
28/01/2026 10:33:00,23,cycle d'ingénieur,5th,Software engineering,5–6 hours,4–6 hours,no,0,10–20 hours,no,moderate,5
03/04/2026 15:19:00,25,licence,3rd,History,7–8 hours,4–6 hours,no,2,10–20 hours,no,moderate,3
10/01/2026 14:02:00,22,licence,2nd,History,7–8 hours,4–6 hours,no,2,Less than 10 hours,no,moderate,7
07/03/2026 15:38:41,19,médecine,1st,Medicine,Less than 5 hours,2–4 hours,no,0,More than 30 hours,no,high,9
26/04/2026 11:30:00,21,licence,3rd,Philosophy,Less than 5 hours,4–6 hours,no,1,More than 30 hours,yes,high,8
07/04/2026 18:25:00,20,licence,3rd,Biotechnology,5–6 hours,More than 6 hours,no,1,Less than 10 hours,yes,low,3
31/03/2026 12:20:00,29,médecine,3rd,Surgery,5–6 hours,4–6 hours,yes,1,Less than 10 hours,no,low,3
30/03/2026 21:19:00,22,cycle d'ingénieur,3rd,Industrial computer science,7–8 hours,More than 6 hours,yes,3 or more,10–20 hours,yes,low,7
11/04/2026 08:09:00,18,licence,1st,Network security,7–8 hours,2–4 hours,yes,2,20–30 hours,no,moderate,6
14/02/2026 03:12:00,26,mastère,1st,Cybersecurity,5–6 hours,4–6 hours,no,0,20–30 hours,yes,moderate,9
28/02/2026 03:31:00,22,mastère,2nd,Environmental science,More than 8 hours,4–6 hours,yes,2,20–30 hours,yes,low,6
02/04/2026 18:19:00,28,doctorat,3rd,Architecture and urban planning,7–8 hours,More than 6 hours,no,2,20–30 hours,yes,moderate,7
20/01/2026 13:07:00,21,cycle d'ingénieur,3rd,Computer science,7–8 hours,2–4 hours,yes,1,Less than 10 hours,no,low,3
18/03/2026 05:18:29,20,licence,1st,Law,Less than 5 hours,More than 6 hours,no,2,Less than 10 hours,no,low,6
04/02/2026 10:43:00,22,licence,3rd,Law,Less than 5 hours,More than 6 hours,no,1,20–30 hours,yes,high,10
17/03/2026 10:22:00,23,licence,1st,Accounting,7–8 hours,4–6 hours,yes,2,10–20 hours,yes,high,4
02/03/2026 14:04:00,23,pharmacie,4th,Clinical pharmacy,5–6 hours,2–4 hours,no,1,Less than 10 hours,yes,low,7
01/04/2026 14:53:00,24,cycle d'ingénieur,4th,Data science,7–8 hours,More than 6 hours,yes,1,Less than 10 hours,yes,low,7
07/03/2026 10:58:00,22,cycle d'ingénieur,5th,Mécatronique,More than 8 hours,Less than 2 hours,no,0,20–30 hours,no,moderate,9
30/03/2026 15:58:00,20,préparatoire intégrée,2nd,Computer science,5–6 hours,2–4 hours,yes,0,Less than 10 hours,yes,low,5
05/04/2026 01:49:00,21,licence,2nd,Sciences de gestion,Less than 5 hours,2–4 hours,no,2,10–20 hours,yes,high,9
24/02/2026 15:45:00,26,licence,3rd,Mathematics,7–8 hours,4–6 hours,yes,0,Less than 10 hours,no,low,1
22/03/2026 00:24:20,23,cycle d'ingénieur,4th,CIGBS2,5–6 hours,4–6 hours,no,2,10–20 hours,no,high,10
28/01/2026 09:33:00,17,licence,1st,Finance,7–8 hours,Less than 2 hours,yes,1,Less than 10 hours,yes,low,1
23/03/2026 16:31:00,19,Bachelor degree at TBS,3rd,Marketing,7–8 hours,2–4 hours,no,0,More than 30 hours,no,high,8
01/02/2026 10:59:00,22,licence,2nd,Accounting,7–8 hours,4–6 hours,yes,3 or more,Less than 10 hours,yes,low,7
26/02/2026 09:01:00,21,pharmacie,3rd,Industrial pharmacy,5–6 hours,4–6 hours,no,1,10–20 hours,yes,high,6
02/02/2026 20:36:00,26,Bachelor degree at TBS,3rd,Entrepreneurship,7–8 hours,4–6 hours,yes,0,10–20 hours,yes,moderate,6
13/03/2026 06:23:00,24,licence,3rd,Mathematics,7–8 hours,4–6 hours,yes,0,Less than 10 hours,no,low,1
31/03/2026 20:48:00,24,pharmacie,2nd,Industrial pharmacy,Less than 5 hours,2–4 hours,no,3 or more,Less than 10 hours,yes,moderate,10
01/02/2026 12:22:00,35,doctorat,2nd,Mathematics,Less than 5 hours,More than 6 hours,yes,3 or more,10–20 hours,yes,moderate,10
13/04/2026 01:45:00,26,cycle d'ingénieur,2nd,Computer science,Less than 5 hours,4–6 hours,yes,3 or more,10–20 hours,no,moderate,6
08/03/2026 09:16:00,28,médecine,2nd,Pediatrics,Less than 5 hours,4–6 hours,no,1,10–20 hours,yes,high,9
10/02/2026 10:20:00,21,licence,1st,English,7–8 hours,2–4 hours,yes,2,20–30 hours,no,low,3
23/03/2026 02:59:00,26,cycle d'ingénieur,2nd,Mechanical engineering,5–6 hours,More than 6 hours,no,0,10–20 hours,no,moderate,5
30/04/2026 02:48:00,25,cycle d'ingénieur,3rd,Mechanical engineering,7–8 hours,More than 6 hours,yes,0,Less than 10 hours,yes,low,5
29/03/2026 22:35:00,19,licence,1st,Psychology,5–6 hours,More than 6 hours,no,1,20–30 hours,yes,high,3
24/03/2026 09:26:00,26,cycle d'ingénieur,2nd,Mechanical engineering,5–6 hours,More than 6 hours,no,0,10–20 hours,no,moderate,5
29/01/2026 15:23:00,33,doctorat,3rd,Mathematics,Less than 5 hours,Less than 2 hours,no,3 or more,20–30 hours,yes,moderate,6
27/04/2026 21:12:00,24,licence,1st,Chemistry,7–8 hours,More than 6 hours,yes,3 or more,10–20 hours,yes,low,7
29/01/2026 10:57:00,23,licence,2nd,Web development,7–8 hours,2–4 hours,no,2,More than 30 hours,yes,moderate,8
29/03/2026 18:27:00,19,préparatoire intégrée,2nd,Mathematics,Less than 5 hours,More than 6 hours,no,0,More than 30 hours,yes,moderate,9
04/03/2026 00:40:00,24,cycle d'ingénieur,3rd,Mécatronique,5–6 hours,2–4 hours,no,2,Less than 10 hours,yes,low,3
23/03/2026 00:32:00,22,cycle d'ingénieur,4th,Healthcare IT,7–8 hours,More than 6 hours,no,3 or more,More than 30 hours,no,high,9
30/03/2026 09:01:00,19,cycle d'ingénieur,2nd,Biomedical engineering,More than 8 hours,Less than 2 hours,no,1,10–20 hours,no,low,6
24/01/2026 16:14:00,21,préparatoire intégrée,2nd,Engineering sciences,5–6 hours,4–6 hours,yes,2,Less than 10 hours,no,low,2
02/04/2026 20:34:49,23,licence,2nd,IT,Less than 5 hours,More than 6 hours,no,3 or more,Less than 10 hours,yes,low,8
28/03/2026 10:10:00,24,cycle d'ingénieur,4th,Data science,7–8 hours,More than 6 hours,yes,1,Less than 10 hours,yes,low,7
16/02/2026 18:12:00,24,cycle d'ingénieur,1st,Telecommunications engineering,5–6 hours,2–4 hours,no,2,10–20 hours,yes,moderate,8
16/04/2026 05:39:00,20,cycle d'ingénieur,5th,Healthcare IT,5–6 hours,4–6 hours,no,1,20–30 hours,no,high,5
27/03/2026 18:27:00,21,licence,2nd,Biotechnology,7–8 hours,4–6 hours,yes,2,Less than 10 hours,yes,low,4
26/01/2026 17:25:00,24,licence,3rd,Chemistry,7–8 hours,2–4 hours,no,2,Less than 10 hours,no,low,6
22/03/2026 04:24:35,20,licence,1st,Web development,7–8 hours,4–6 hours,no,0,10–20 hours,yes,moderate,5
10/03/2026 12:45:45,20,licence,1st,Administration des affaires ,5–6 hours,Less than 2 hours,no,1,Less than 10 hours,yes,moderate,6
03/02/2026 17:51:00,19,préparatoire intégrée,2nd,Engineering sciences,7–8 hours,More than 6 hours,no,1,Less than 10 hours,yes,low,1
27/01/2026 03:16:00,22,cycle d'ingénieur,3rd,Computer science,7–8 hours,2–4 hours,yes,1,Less than 10 hours,no,low,4
29/03/2026 14:49:00,23,cycle d'ingénieur,2nd,Mechanical engineering,7–8 hours,More than 6 hours,yes,1,10–20 hours,no,high,8
25/04/2026 07:04:00,26,mastère,2nd,Cybersecurity,7–8 hours,2–4 hours,yes,1,Less than 10 hours,yes,low,6
25/02/2026 17:02:00,20,médecine,4th,General medicine,7–8 hours,2–4 hours,yes,1,20–30 hours,no,low,4
13/03/2026 05:02:00,18,licence,3rd,Accounting,Less than 5 hours,More than 6 hours,yes,0,Less than 10 hours,yes,moderate,7
17/03/2026 17:58:00,21,cycle d'ingénieur,2nd,Embedded systems,Less than 5 hours,2–4 hours,no,1,Less than 10 hours,yes,low,7
23/03/2026 12:13:00,28,mastère,1st,Cybersecurity,Less than 5 hours,More than 6 hours,yes,2,20–30 hours,yes,low,8
02/04/2026 08:58:00,18,préparatoire intégrée,2nd,Chemistry,Less than 5 hours,More than 6 hours,no,0,10–20 hours,yes,high,10
01/03/2026 09:52:00,18,licence,3rd,English,5–6 hours,2–4 hours,no,0,10–20 hours,yes,high,10
27/03/2026 00:48:00,18,licence,2nd,Informatique de gestion,Less than 5 hours,4–6 hours,no,2,Less than 10 hours,yes,low,8
24/04/2026 17:58:00,21,préparatoire intégrée,2nd,Physics,7–8 hours,More than 6 hours,yes,1,More than 30 hours,no,moderate,5
04/03/2026 16:23:00,17,préparatoire intégrée,1st,AI,Less than 5 hours,2–4 hours,no,1,10–20 hours,yes,high,9
17/03/2026 09:03:00,21,licence,3rd,Informatique de gestion,5–6 hours,Less than 2 hours,no,0,Less than 10 hours,no,low,3
14/02/2026 10:27:00,18,cycle d'ingénieur,1st,Biomedical engineering,5–6 hours,4–6 hours,yes,1,10–20 hours,no,high,5
04/04/2026 00:16:00,19,licence,2nd,Psychology,More than 8 hours,More than 6 hours,no,3 or more,10–20 hours,yes,high,10
31/01/2026 02:18:00,26,cycle d'ingénieur,1st,Telecommunications engineering,More than 8 hours,4–6 hours,yes,1,Less than 10 hours,yes,low,4
21/03/2026 15:38:00,20,pharmacie,5th,Industrial pharmacy,7–8 hours,More than 6 hours,yes,3 or more,20–30 hours,no,low,1
17/03/2026 18:17:00,22,cycle d'ingénieur,1st,Telecommunications engineering ,7–8 hours,More than 6 hours,no,1,10–20 hours,yes,moderate,4
